Num_Acc,jour,mois,an,hrmn,lum,dep,com,agg,int,atm,col,adr,lat,long
201900009750,17,3,2019,17:50,1,89,89460,1,1,4,2,Route Départementale 103,48,
201900009751,25,3,2019,10:45,1,89,89379,2,1,1,3,RD954,47,
201900009752,21,3,2019,11:05,1,63,63341,1,1,1,3,CD 56,,
201900009753,24,3,2019,14:30,1,63,63239,1,1,1,1,RD 14,45,
201900009754,24,3,2019,4:10,3,61,61024,1,1,1,6,Le Buisson,48,
201900009755,25,3,2019,11:15,1,61,61389,2,2,1,3,carrefour grande rue - rue abbé FERET DESHAMPS,48,
201900009756,23,3,2019,12:00,1,55,55008,1,1,1,3,D618,49,
201900009757,23,3,2019,14:20,1,12,12052,2,1,1,2,Rue de la République,44,
201900009758,26,3,2019,15:20,1,12,12043,1,1,1,7,Le Puech Del Rey,44,
201900009759,24,3,2019,6:21,2,42,42288,1,1,1,6,Le Montcel RD20,45,
201900009760,24,2,2019,20:00,3,29,29270,1,3,1,7,Lieu-dit Trévarn,48,
201900009761,19,3,2019,7:20,2,34,34114,2,1,1,1,Route de Montpellier,43,
201900009762,25,3,2019,14:40,1,34,34079,2,3,1,1,8 Avenue Paul Valéry,43,
201900009763,22,3,2019,16:00,1,34,34036,1,1,1,2,Cartels,43,
201900009764,22,3,2019,8:35,1,68,68195,1,1,1,2,Rue du Général de Gaulle,47,
201900009765,23,3,2019,12:00,1,68,68134,1,1,1,1,Route d'Eguisheim,48,
201900009766,22,3,2019,15:55,1,22,22228,1,1,1,3,Beg Ar Menez,48,
201900009767,25,3,2019,10:00,1,44,44158,1,1,1,7,la marsillere,47,
201900009768,26,3,2019,8:10,1,35,35068,1,6,1,7,Boulevard Laennec,48,
201900009769,22,3,2019,8:35,2,35,35223,1,1,5,1,La Gendrotais,48,
201900009770,22,3,2019,17:45,1,29,29236,2,3,1,3,Rue Mélanie Rouat,47,
201900009771,15,3,2019,12:30,1,29,29260,2,2,8,3,Voie Romaine,48,
201900009772,23,3,2019,9:50,1,31,31188,1,6,1,6,avenue claude chappe - route de saint lys,43,
201900009773,21,3,2019,18:20,2,31,31252,1,1,1,7,Chemin de la Cahuzière,43,
201900009774,25,3,2019,17:07,1,2,2478,2,3,1,3,Rue des Champs Druant,49,
201900009775,14,2,2019,19:40,5,2,2173,2,1,1,6,rue André Ternynck,49,
201900009776,23,3,2019,15:50,1,3,3062,1,1,7,1,N/A,46,
201900009777,24,3,2019,22:50,3,3,3182,1,1,1,7,N/A,46,
201900009778,24,3,2019,19:15,2,3,3060,2,1,1,6,rue des Martoulets,46,
201900009779,26,3,2019,16:45,1,3,3052,1,1,1,1,Chemin du Bois de la Motte,46,
201900009780,24,3,2019,20:10,3,3,3155,1,1,1,7,Les Bruyères de Forêt,46,
201900009781,25,3,2019,19:30,5,26,26324,2,3,1,3,Chemin des Goumoux,44,
201900009782,23,3,2019,10:30,1,26,26113,2,1,1,6,92 Rue Camille Buffardel,44,
201900009783,23,3,2019,17:10,1,58,58289,1,2,1,3,Les Chapuis,46,
201900009784,16,3,2019,15:20,1,58,58057,1,1,1,7,Chaume,46,
201900009785,24,3,2019,15:30,1,54,54049,1,1,1,2,Route de Baslieux,49,
201900009786,24,3,2019,15:15,1,6,6105,2,3,1,3,Chemin de la Gorgue,43,
201900009787,22,3,2019,11:45,1,14,14514,2,1,1,6,Rue Saint-Michel,49,
201900009788,21,3,2019,16:00,1,14,14143,1,1,1,1,MESNIL LEVRAU,49,
201900009789,25,3,2019,8:15,1,14,14172,1,2,1,3,Escurès,49,
201900009790,20,3,2019,14:30,1,90,90015,1,1,1,6,Route de Montbéliard,47,
201900009791,22,3,2019,7:15,2,60,60560,1,1,5,7,Rue du Vignet,49,
201900009792,22,3,2019,17:15,1,60,60192,2,2,1,6,Grande Rue,49,
201900009793,26,3,2019,8:52,1,60,60438,1,5,1,3,route départementale d335,49,
201900009794,25,3,2019,22:40,3,73,73124,1,1,1,6,RN90,45,
201900009795,20,3,2019,16:00,1,36,36220,1,1,1,3,Rue du Commandant Nandillon,46,
201900009796,20,3,2019,14:00,1,36,36121,2,1,1,1,Route d'Issoudun,46,
201900009797,21,3,2019,11:30,1,16,16149,1,2,1,3,la Chapelle,45,
201900009798,17,2,2019,16:30,1,7,7007,1,1,1,7,La Rouveure,44,
201900009799,25,3,2019,18:00,2,7,7143,1,1,9,6,RD 86,45,
201900009800,23,3,2019,15:10,1,7,7328,1,1,1,6,Picourel,44,
201900009801,19,3,2019,13:40,1,7,7181,2,1,1,1,RD 104 - route de loriol,44,
201900009802,22,3,2019,23:30,3,53,53190,1,1,1,7,les basses frogeries,48,
201900009803,21,3,2019,11:35,1,53,53147,2,9,1,1,485 Rue de Grinhard,48,
201900009804,26,3,2019,16:45,1,21,21638,1,1,1,1,Route départementale 974,47,
201900009805,23,3,2019,17:30,1,21,21049,1,4,1,1,Rue du Vau,47,
201900009806,20,3,2019,18:40,1,40,40289,1,1,7,1,Route du Tursan,43,
201900009807,24,3,2019,7:58,2,40,40217,1,1,1,6,Route de Sanguinet,44,
201900009808,25,3,2019,12:40,1,24,24577,1,1,1,1,lieu dit la fournerie,44,
201900009809,25,3,2019,17:25,1,24,24286,1,2,1,3,les places,45,
201900009810,24,3,2019,13:10,1,4,4204,1,1,1,6,D4085 - Le moulin,43,
201900009811,24,3,2019,14:00,1,85,85018,1,9,1,1,Le Brin,46,
201900009812,21,3,2019,15:05,1,85,85114,2,1,1,6,Parking SUPERU,46,
201900009813,22,3,2019,21:40,3,85,85086,2,1,1,6,44 Rue de l'Ambruzière,46,
201900009814,23,3,2019,10:00,1,27,27265,1,1,1,7,D55,48,
201900009815,22,3,2019,5:30,5,28,28105,2,1,5,6,1 Rue Firmin Gillot,48,
201900009816,24,3,2019,14:30,1,28,28057,1,1,1,1,Route Nationale,48,
201900009817,23,3,2019,19:40,3,28,28367,1,1,1,7,Rue Charles Péguy,48,
201900009818,21,3,2019,19:15,5,28,28386,1,1,1,6,Fontaine de Moulu,,
201900009819,25,3,2019,18:30,1,17,17147,2,1,1,6,Rue des Hortensias,45,
201900009820,26,3,2019,17:20,1,17,17256,1,1,1,1,CD 129,45,
201900009821,25,3,2019,15:15,1,87,87063,1,1,1,7,Le  Maupa,45,
201900009822,22,3,2019,19:50,5,37,37273,2,1,1,7,Rue Champmesle,47,
201900009823,23,3,2019,6:15,3,37,37167,1,1,1,6,La Ferriere,47,
201900009824,22,3,2019,22:35,3,30,30223,1,1,1,7,RD 904,44,
201900009825,22,3,2019,17:00,1,48,48140,2,1,1,6,100 Rue Théophile Roussel,44,
201900009826,25,3,2019,14:20,1,8,8168,1,1,2,7,Route départementale 52,49,
201900009827,26,3,2019,8:20,1,10,10159,1,1,1,6,Autoroute A5,48,
201900009828,22,3,2019,14:00,1,10,10426,1,1,1,6,A5,48,
201900009829,23,3,2019,10:30,1,31,31358,1,1,1,6,Autoroute A68,43,
201900009830,21,3,2019,7:00,1,67,67156,1,1,1,2,Autoroute A35 PK247+300,48,
201900009831,21,3,2019,21:30,3,38,38095,1,9,1,6,Autoroute A 49,45,
201900009832,24,3,2019,7:00,2,67,67506,1,1,1,6,D226,48,
201900009833,20,3,2019,1:20,3,18,18141,1,1,1,2,A71 PK 197.800,47,
201900009834,24,3,2019,15:45,1,69,69244,2,1,1,2,Route de Paris,45,
201900009835,21,3,2019,18:35,2,91,91649,1,9,1,3,RD 31,48,
201900009836,21,3,2019,10:50,1,33,33284,1,1,1,2,Autoroute A 63,44,
201900009837,19,3,2019,7:45,1,33,33284,1,1,1,2,AUTOROUTE A63   PR 021.500,44,
201900009838,23,3,2019,8:10,1,74,74081,1,1,1,1,Route Blanche,46,
201900009839,23,3,2019,15:15,1,6,6085,1,1,1,4,A8 pk 167.100 Sud,43,
201900009840,22,3,2019,17:50,1,38,38052,1,1,1,7,D 211 entre irage 20 et 21,45,
201900009841,18,3,2019,6:45,2,64,64407,1,1,1,7,Autoroute A64,43,
201900009842,23,3,2019,14:10,1,68,68278,2,1,1,6,Rue du 20 Novembre,47,
201900009843,24,3,2019,4:45,5,987,98725,2,3,1,3,PK 9.400 C/Mont,-17,
201900009844,23,2,2019,4:10,5,975,97502,2,1,8,6,R DE PARIS,46,
201900009845,8,2,2019,22:15,5,30,30075,1,9,1,6,RD40,43,
201900009846,10,2,2019,14:00,1,30,30341,1,2,1,3,intersection D6572 et D779 - GALLICIAN,43,
201900009847,11,2,2019,16:55,1,30,30170,1,1,1,1,LIEU DIT LASFONS,43,
201900009848,11,2,2019,15:45,1,48,48140,1,1,2,6,D64 - PK 0+600,44,
201900009849,13,2,2019,14:00,1,8,8302,1,1,1,7,D31 route de Thilay,49,
201900009850,9,2,2019,7:50,1,987,98734,1,1,1,1,Pk 36+800 RT1,-17,
201900009851,9,2,2019,8:30,1,33,33191,1,1,2,6,A89 PK 054.000,45,
201900009852,6,2,2019,17:30,1,973,97307,2,1,2,3,carrefour avenue guy malidor et de la rue Clément ader,4,
201900009853,10,2,2019,15:20,1,45,45060,1,9,4,3,A77,47,
201900009854,11,2,2019,21:30,3,31,31261,1,1,2,6,A64 - Sens BAYONNE - TOULOUSE - PK 250+050,43,
201900009855,4,2,2019,21:00,3,30,30344,1,1,1,2,D1,43,
201900009856,8,2,2019,16:50,1,31,31022,1,1,1,6,A62 PK221.000,43,
201900009857,5,2,2019,15:40,1,1,1266,2,2,1,3,N/A,46,
201900009858,9,2,2019,15:20,1,6,6152,1,1,1,6,RD 98,43,
201900009859,9,2,2019,18:50,5,42,42279,2,6,1,3,D12,45,
201900009860,10,2,2019,20:30,3,1,1290,1,1,2,6,Autoroute A42,45,
201900009861,10,2,2019,20:50,3,1,1290,1,1,2,2,Autoroute A 42,45,
201900009862,12,2,2019,18:45,5,78,78466,2,2,1,3,ROUTE DES QUARANTE SOUS,48,
201900009863,13,2,2019,17:30,1,44,44163,1,1,1,5,autoroute a11 - pk 310.500 - st herblon,47,
201900009864,8,2,2019,22:55,3,69,69086,1,1,1,6,A 89 sortie 36 Arb pk 1.400 direction de L'Arbresle,45,
201900009865,12,2,2019,14:40,1,13,13001,1,1,1,2,Autoroute A8,,
201900009866,12,2,2019,15:55,1,13,13001,1,1,1,2,A8,,
201900009867,1,2,2019,16:00,1,9,9219,2,1,1,6,Chemin Vicinal N°1 - AUGISTROU,42,
201900009868,8,2,2019,6:50,3,57,57695,1,1,2,6,autoroute A4,,
201900009869,8,2,2019,0:28,1,38,38052,2,9,1,2,CAMILLE JOUFFRAY(PLACE),45,
201900009870,6,2,2019,6:35,3,45,45344,1,1,1,2,A10 PK 119+450 SENS PARIS PROVINCE,47,
201900009871,13,2,2019,13:00,1,38,38449,1,6,1,3,D1006,45,
201900009872,9,2,2019,8:15,1,27,27353,1,1,8,7,RN 154 PK36 +500 vers EVREUX,49,
201900009873,12,2,2019,12:05,1,13,13103,1,1,1,2,Autoroute A.54,,
201900009874,9,2,2019,6:50,3,13,13076,1,1,1,5,A7 PK 210+600 sens sud nord,43,
201900009875,10,2,2019,20:45,3,51,51483,1,1,3,5,A26,48,
201900009876,12,2,2019,13:00,1,33,33229,1,1,1,6,Blagon - PR 32+200,44,
201900009877,18,1,2019,13:50,1,33,33005,2,3,1,3,RD 215E1 (boulevard du page),44,
201900009878,10,2,2019,20:50,3,28,28169,1,1,1,2,A10,48,
201900009879,8,2,2019,23:03,5,987,98714,2,9,1,3,Vaitape - quartier Tiipoto,-16,
201900009880,10,2,2019,3:30,3,987,98729,1,1,1,6,PK 10+800 PIHAENA-PAOPAO,-17,
201900009881,10,2,2019,19:30,3,987,98722,2,1,1,3,PK 25,-17,
201900009882,11,2,2019,20:15,3,988,98814,1,1,1,1,JOZIP,-20,
201900009883,9,2,2019,5:00,2,988,98831,1,3,1,2,RT1,-20,
201900009884,10,2,2019,13:00,1,974,97422,2,4,1,1,Rue du Père Favron,-21,
201900009885,13,2,2019,16:14,1,974,97415,1,1,7,6,route du théâtre,-21,
201900009886,8,2,2019,15:10,1,974,97402,2,3,1,3,chemin bras panon,-21,
201900009887,11,2,2019,17:45,1,973,97306,1,1,1,6,pk 182,,
201900009888,9,2,2019,12:45,1,973,97311,1,1,1,1,route de saint jean,5,
201900009889,8,2,2019,8:45,1,973,97312,1,1,1,3,RN1 - PK 110+300,5,
201900009890,7,2,2019,15:30,1,973,97304,1,1,1,2,RN 1 Pont de kourou,5,
201900009891,11,2,2019,15:30,1,971,97122,2,1,1,6,64 rue Rémy NAINSOUTA,16,
201900009892,11,2,2019,20:15,3,971,97118,1,1,1,6,RN1,16,
201900009893,11,2,2019,9:15,1,77,77196,2,2,8,3,D54 X D54A,48,
201900009894,12,2,2019,13:00,1,77,77265,2,9,1,3,chemin de l'usine,48,
201900009895,7,2,2019,12:55,1,95,95241,2,1,1,6,20 rue Maitre Renault,49,
201900009896,13,2,2019,18:45,5,91,91315,1,9,1,3,RD31,48,
201900009897,10,2,2019,11:10,1,78,78262,1,1,3,2,PK 45,,
201900009898,10,2,2019,16:15,1,78,78668,1,2,3,3,route départementale 113,49,
201900009899,10,2,2019,0:50,3,78,78089,1,1,2,7,Autoroute A13 PK 057.250 sens Province -> Paris,49,
201900009900,10,2,2019,5:15,3,66,66065,1,1,1,3,RD914,42,
201900009901,11,2,2019,17:45,3,66,66182,1,1,1,3,N/A,42,
201900009902,8,2,2019,15:50,1,48,48198,2,1,1,6,22 rue de Palhères_Collège Odilon Barrot,44,
201900009903,5,2,2019,17:30,1,30,30132,2,1,1,5,rue Pasteur,44,
201900009904,8,2,2019,5:40,5,34,34023,2,3,1,6,D2 route de SETE,43,
201900009905,7,2,2019,20:10,3,34,34023,1,1,1,1,RD600,43,
201900009906,10,2,2019,14:15,1,84,84150,1,1,1,6,d161,44,
201900009907,10,2,2019,16:00,1,84,84068,1,1,1,3,Combe de Lourmarin,43,
201900009908,12,2,2019,18:45,5,83,83107,2,1,1,5,N/A,43,
201900009909,8,2,2019,22:00,1,83,83107,1,1,1,6, RD N7,43,
201900009910,13,2,2019,8:20,1,83,83023,1,1,1,6,direction BRIGNOLES,43,
201900009911,9,2,2019,8:40,1,83,83023,1,1,1,1, RD N7,43,
201900009912,7,2,2019,22:01,3,6,6075,1,1,1,6,Route M19,43,
201900009913,26,1,2019,20:00,3,13,13097,1,3,1,1,D27,43,
201900009914,31,1,2019,21:35,3,13,13110,1,1,1,6,D12,43,
201900009915,31,1,2019,21:35,3,13,13110,1,1,1,6,RD12,43,
201900009916,12,2,2019,10:00,1,89,89257,2,2,5,3,rue Dupré Luxembourg,47,
201900009917,6,2,2019,8:10,2,21,21292,1,1,5,4,RD905,47,
201900009918,12,2,2019,16:40,1,10,10006,2,1,1,2,13 bis route de brienne,48,
201900009919,12,2,2019,16:58,1,67,67519,2,1,1,6,16 rue de la Foret,48,
201900009920,10,2,2019,10:35,1,67,67378,1,1,8,7,RD 222,48,
201900009921,12,2,2019,16:55,1,74,74220,1,3,1,1,intersection route de Viaison - route d'Annemasse,46,
201900009922,8,2,2019,17:50,2,74,74229,1,1,8,2,D 1206,46,
201900009923,11,2,2019,8:15,1,74,74201,2,1,8,6,chemin neuf,46,
201900009924,8,2,2019,15:08,1,74,74016,1,1,1,2,Route D1206,46,
201900009925,7,2,2019,16:00,1,74,74080,1,1,1,6,Rte des confins,45,
201900009926,9,2,2019,0:45,3,73,73248,1,1,1,5,RD926,45,
201900009927,9,2,2019,8:30,1,73,73150,1,1,4,6,RD 221,45,
201900009928,7,2,2019,17:10,2,42,42323,2,2,2,4,RD 1082,45,
201900009929,8,2,2019,7:10,2,38,38449,1,1,9,6,D 75,45,
201900009930,7,2,2019,19:15,3,44,44035,1,1,1,6,rue de l'Europe,47,
201900009931,1,2,2019,14:30,1,26,26347,2,1,2,3,rue emile friole,45,
201900009932,28,1,2019,18:50,3,1,1105,1,3,1,6,Route de Saint-André de Corcy,45,
201900009933,12,2,2019,16:50,2,1,1185,2,2,7,5,avenue de la liberté,45,
201900009934,11,2,2019,19:45,3,69,69065,1,1,1,6,751 lieu dit Chassagne,46,
201900009935,1,2,2019,18:40,5,69,69206,2,9,1,6,Rue des Vernailles,46,
201900009936,11,2,2019,0:50,5,65,65059,1,1,2,6,37 bis avenue maquis de Payolle,43,
201900009937,8,2,2019,9:50,1,9,9261,2,1,1,6,05 avenue des évadés de France,42,
201900009938,7,2,2019,17:00,1,87,87156,2,1,1,6,Route de Rouveix,45,
201900009939,9,2,2019,7:50,1,17,17184,1,1,1,6,D 733,45,
201900009940,12,2,2019,16:20,1,17,17243,1,9,1,1,Route de Montendre,45,
201900009941,9,2,2019,7:30,2,86,86163,1,1,1,1,RD 3,46,
201900009942,12,2,2019,8:45,1,64,64126,2,1,1,1,rue des Lilas,43,
201900009943,12,2,2019,10:30,1,64,64422,2,6,1,6,BEAUVALLON,43,
201900009944,12,2,2019,14:30,1,47,47157,1,2,1,3,lieu dit Phenix,44,
201900009945,10,2,2019,18:45,3,33,33293,2,1,2,6,78 route de Sorbède,44,
201900009946,9,2,2019,16:45,1,33,33100,1,1,1,6,RD137,45,
201900009947,9,2,2019,16:15,1,33,33519,2,6,1,3,Av de Soulac/Av de la Dame Blanche,44,
201900009948,12,2,2019,17:30,1,33,33051,2,3,1,2,Avenue de la cote d'argent,44,
201900009949,11,2,2019,14:40,1,85,85126,1,3,1,3,D206,46,
201900009950,10,2,2019,9:30,1,49,49021,2,1,1,6,rue d'alsace,47,
201900009951,5,2,2019,16:35,1,44,44172,2,1,1,1,D337,47,
201900009952,11,2,2019,17:57,1,22,22324,1,6,1,7,route départementale D 788,48,
201900009953,7,2,2019,14:40,1,22,22176,1,1,1,6,Le Pesle Hinault,48,
201900009954,8,2,2019,16:30,1,27,27016,1,1,1,2,Route départementale 125,49,
201900009955,8,2,2019,7:25,2,76,76563,2,1,1,1,RD 6015,49,
201900009956,8,2,2019,13:55,5,60,60341,1,1,2,2,D943,49,
201900009957,8,2,2019,21:30,5,60,60139,1,2,2,2,D923,49,
201900009958,8,2,2019,10:30,1,62,62014,2,1,1,6,rue du fort gassion,50,
201900009959,8,2,2019,20:30,3,62,62894,1,1,3,6,Autoroute A16 sens BOULOGNE-CALAIS,50,
201900009960,8,2,2019,11:00,1,59,59363,1,1,6,3,D934,50,
201900009961,8,2,2019,21:15,3,59,59285,1,1,3,6,rue de Villers D45,50,
201900009962,11,2,2019,18:55,3,59,59611,1,1,1,2,rue d'ypres,50,
201900009963,8,2,2019,7:30,5,59,59497,2,1,2,6,ROUTE D'HAZEBROUCK,50,
201900009964,12,2,2019,21:30,3,13,13081,1,1,1,2,A7-Sens Lyon vers Marseille,43,
201900009965,11,2,2019,12:40,1,13,13001,1,1,1,4,A51-Sens Marseille vers Aix en Provence,43,
201900009966,3,2,2019,20:00,3,13,13071,1,1,1,2,A7-Sens Lyon vers Marseille,43,
201900009967,15,1,2019,18:45,5,13,13055,1,1,1,4,A507 sens Aubagne- Marseille,43,
201900009968,9,2,2019,7:00,5,13,13214,1,1,1,7,A7-Sens Marseille vers Lyon,43,
201900009969,8,2,2019,20:00,3,13,13019,1,1,1,3,A51-Sens Aix en Provence vers Marseille,43,
201900009970,1,2,2019,11:30,1,13,13055,1,1,2,7,A507 sens Marseille - Aubagne,43,
201900009971,7,2,2019,17:50,2,13,13015,1,1,1,5,A51-Sens Aix en Provence vers Marseille,43,
201900009972,5,2,2019,16:40,1,13,13211,1,1,1,7,A50-Sens Marseille vers Aubagne,43,
201900009973,6,2,2019,17:30,1,13,13215,1,1,1,2,A7-Sens Lyon vers Marseille,43,
201900009974,1,2,2019,12:00,1,13,13202,2,1,1,6,TVPCD-Sens Les Ports vers Saint Victor,43,
201900009975,7,2,2019,9:40,1,13,13106,1,1,1,4,A51-Sens Aix en Provence vers Marseille,43,
201900009976,7,2,2019,8:45,1,13,13211,2,1,1,3,A50-Sens Aubagne vers Marseille,43,
201900009977,5,2,2019,23:25,3,13,13019,1,1,1,6,A51-Sens Aix en Provence vers Marseille,43,
201900009978,9,2,2019,11:15,1,69,69290,1,1,1,2,A43   3.865 A 9.894,45,
201900009979,9,2,2019,10:20,1,69,69029,1,1,1,2,RD383   7.640 A 11.044,45,
201900009980,8,2,2019,7:50,1,69,69290,1,1,1,2,A43   3.865 A 9.894,45,
201900009981,6,2,2019,16:50,1,69,69290,1,1,1,2,RN346   38.960 A 40.883,45,
201900009982,10,2,2019,5:54,3,42,42207,1,1,1,7,RN88 CROISSANT,45,
201900009983,7,2,2019,8:00,1,57,57452,1,9,2,3,Autoroute A31,49,
201900009984,5,2,2019,21:30,3,57,57303,1,1,1,7,Autoroute A31,49,
201900009985,10,2,2019,21:25,3,33,33090,1,1,1,4,AUTOROUTE A 63,44,
201900009986,8,2,2019,15:35,1,33,33063,1,1,1,3,ROCADE A 630,44,
201900009987,7,2,2019,22:30,5,33,33550,1,1,1,6,ROCADE A 630,44,
201900009988,3,2,2019,5:58,2,59,59560,1,1,1,5,AUTOROUTE A1,50,
201900009989,7,2,2019,16:10,1,62,62766,1,1,1,4,AUTOROUTE A16,50,
201900009990,11,2,2019,19:45,3,94,94003,1,1,1,6,AUTOROUTE A6A,48,
201900009991,11,2,2019,15:00,1,94,94034,1,1,1,4,AUTOROUTE A86,48,
201900009992,11,2,2019,9:40,1,91,91589,1,1,1,5,AUTOROUTE A6,48,
201900009993,10,2,2019,15:46,1,91,91182,1,1,1,6,RN 104,48,
201900009994,10,2,2019,14:30,1,91,91161,1,1,1,2,AUTOROUTE A6,48,
201900009995,10,2,2019,5:50,3,91,91521,1,1,2,2,AUTOROUTE A6,48,
201900009996,9,2,2019,19:20,5,94,94034,1,1,1,7,AUTOROUTE A86,48,
201900009997,9,2,2019,12:35,1,92,92019,1,1,1,2,RN 385 Extèrieure,48,
201900009998,9,2,2019,6:15,3,91,91136,1,1,1,2,RN20,48,
201900009999,9,2,2019,6:55,3,91,91174,1,1,8,5,RN 104,48,
201900010000,8,2,2019,13:45,1,91,91182,1,1,8,3,RN 104,48,
201900010001,6,2,2019,22:50,3,91,91549,1,9,2,6,RN 104,48,
201900010002,6,2,2019,10:00,1,91,91377,1,1,1,2,AUTOROUTE A10,48,
201900010003,6,2,2019,6:45,3,91,91179,1,1,1,3,AUTOROUTE A6,48,
201900010004,12,2,2019,13:20,1,92,92036,1,1,1,2,A86,48,
201900010005,8,2,2019,20:50,3,78,78217,1,1,3,1,A13,48,
201900010006,7,2,2019,17:05,1,78,78073,1,1,1,2,A12 Y,48,
201900010007,7,2,2019,12:00,1,92,92048,1,1,1,4,N118,48,
201900010008,7,2,2019,11:35,1,78,78640,1,1,1,6,A86 INT,48,
201900010009,7,2,2019,8:20,1,78,78126,1,1,1,3,A13,48,
201900010010,6,2,2019,18:35,3,92,92048,1,1,2,3,N118,48,
201900010011,11,2,2019,13:50,1,93,93010,1,1,1,3,AUTOROUTE A3,48,
201900010012,11,2,2019,9:10,1,93,93007,1,1,1,2,AUTOROUTE A3,48,
201900010013,10,2,2019,14:00,1,93,93027,1,1,2,6,AUTOROUTE A86,48,
201900010014,10,2,2019,17:40,1,92,92036,1,1,2,6,AUTOROUTE A15,48,
201900010015,10,2,2019,17:45,3,95,95028,1,1,3,6,RN 104,49,
201900010016,10,2,2019,13:45,1,93,93010,1,1,2,5,AUTOROUTE A3,48,
201900010017,10,2,2019,9:15,1,95,95042,1,1,2,6,RN 104,49,
201900010018,10,2,2019,7:15,3,93,93010,1,1,2,4,AUTOROUTE A3,48,
201900010019,10,2,2019,7:40,3,95,95488,1,1,3,2,AUTOROUTE A15,49,
201900010020,9,2,2019,8:10,1,93,93048,1,1,1,3,AUTOROUTE A86,48,
201900010021,8,2,2019,19:00,3,95,95241,1,1,1,3,RN 104,49,
201900010022,9,2,2019,5:45,3,95,95219,1,1,2,6,AUTOROUTE A115,48,
201900010023,8,2,2019,15:39,1,95,95678,1,1,1,2,RN 184,49,
201900010024,8,2,2019,21:00,3,93,93066,1,1,1,6,AUTOROUTE A1,48,
201900010025,8,2,2019,14:45,1,95,95572,1,1,2,6,RN 184,49,
201900010026,7,2,2019,19:45,3,95,95018,1,1,1,2,AUTOROUTE A15,48,
201900010027,7,2,2019,18:00,2,93,93007,1,1,1,4,AUTOROUTE A3,48,
201900010028,7,2,2019,17:14,1,95,95488,1,1,1,3,AUTOROUTE A15,49,
201900010029,7,2,2019,10:30,1,93,93078,1,1,1,4,AUTOROUTE A104,48,
201900010030,7,2,2019,9:25,1,93,93005,1,1,2,2,AUTOROUTE A3,48,
201900010031,10,2,2019,12:00,1,77,77053,1,1,2,6,RN104,48,
201900010032,9,2,2019,17:05,1,77,77294,1,1,1,7,A104,48,
201900010033,9,2,2019,7:50,2,77,77258,1,1,2,6,A4.W,48,
201900010034,8,2,2019,19:15,3,94,94069,1,1,1,2,A4,48,
201900010035,8,2,2019,2:40,3,77,77053,1,1,1,7,RN104,48,
201900010036,8,2,2019,2:45,3,77,77449,1,1,2,2,A4,48,
201900010037,7,2,2019,21:00,5,94,94073,1,1,1,6,A86 EXT,48,
201900010038,18,10,2019,17:20,1,35,35238,1,1,2,7,RN 136,48,
201900010039,18,10,2019,17:55,2,35,35281,2,2,2,3,MENDES FRANCE (BD PIERRE),48,
201900010040,18,10,2019,11:30,1,35,35051,2,2,1,3,BRAY (RUE DE),48,
201900010041,16,10,2019,13:35,1,34,34032,2,1,1,3,FOUCAULT JEAN (AV),43,
201900010042,18,10,2019,21:50,5,33,33318,2,2,1,3,PCE DU GENERAL DE GAULLE,44,
201900010043,18,10,2019,14:15,1,33,33069,2,6,1,1,VOIE LIAISON LAMARTINE PRESSENCE,44,
201900010044,17,10,2019,21:20,5,33,33063,2,1,1,6,CARTHY CAUD (RUE MAC),44,
201900010045,17,10,2019,9:00,1,33,33039,2,2,3,1,BD JEAN-JACQUES BOSC,44,
201900010046,17,10,2019,8:15,1,31,31069,2,6,1,3,ANDROMEDE (AV),43,
201900010047,18,10,2019,13:12,1,29,29232,2,1,1,3,BREST ROUTE DE,47,
201900010048,18,10,2019,20:20,5,29,29019,2,6,1,3,PAULET GENERAL (173 ET 206 A FIN),48,
201900010049,18,10,2019,15:03,1,29,29019,2,1,1,2,MONTAIGNE (DE 39 A 111 ET 32 A 96),48,
201900010050,18,10,2019,10:20,1,26,26198,2,1,2,6,CATALINS (Chemin des ),44,
201900010051,18,10,2019,7:50,2,25,25462,2,2,1,7,SAINT ETIENNE FAUBOURG,46,
201900010052,18,10,2019,11:20,1,24,24053,1,1,8,1,VINCI (RUE LEONARD DE),45,
201900010053,18,10,2019,14:14,1,21,21231,2,2,1,3,CHEVREUL (RUE),47,
201900010054,18,10,2019,22:10,5,17,17300,2,2,2,1,GUITON   AVENUE JEAN (9-165 et 4),46,
201900010055,18,10,2019,14:50,1,15,15014,1,1,2,1,BRIAND (AVENUE ARISTIDE),44,
201900010056,18,10,2019,16:15,1,14,14118,2,1,8,2,DELIVRANDE (RUE DE LA),49,
201900010057,18,10,2019,14:30,1,13,13117,2,9,1,3,PADOVANI ( AVE ),43,
201900010058,18,10,2019,21:10,5,13,13206,2,3,1,2,PARADIS (RUE),43,
201900010059,18,10,2019,16:45,1,13,13208,2,3,1,3,PRADO (AVENUE DU),43,
201900010060,18,10,2019,17:55,1,13,13211,1,1,1,6,RTE D' ALLAUCH,43,
201900010061,18,10,2019,14:15,1,13,13214,2,1,1,6,SAINTE MARTHE (chemin),43,
201900010062,18,10,2019,13:50,1,13,13202,2,1,1,3,DAMES (BOULEVARD DES),43,
201900010063,17,10,2019,17:20,1,10,10325,2,1,2,2,PASTEUR (RUE),48,
201900010064,18,10,2019,15:47,1,10,10387,2,1,8,6,PREMIER RAM (RUE DU),48,
